7	1	lava	NONE	-	-
7	2	lava	NONE	-	-
7	3	lava	NONE	-	-
7	4	lava	CREATE	-	?
7	5	lava	NONE	?	?
7	6	lava	DESTROY	?	-
7	7	lava	NONE	-	-
7	8	lava	NONE	-	-
7	1	magma	NONE	deep in the earth	deep in the earth
7	2	magma	MOVE	deep in the earth	volcano
7	3	magma	NONE	volcano	volcano
7	4	magma	DESTROY	volcano	-
7	5	magma	NONE	-	-
7	6	magma	NONE	-	-
7	7	magma	NONE	-	-
7	8	magma	NONE	-	-
7	1	new rock	NONE	-	-
7	2	new rock	NONE	-	-
7	3	new rock	NONE	-	-
7	4	new rock	NONE	-	-
7	5	new rock	NONE	-	-
7	6	new rock	CREATE	-	?
7	7	new rock	NONE	?	?
7	8	new rock	NONE	?	?
11	1	rocks	NONE	beach	beach
11	2	rocks	NONE	beach	beach
11	3	rocks	NONE	beach	beach
11	4	rocks	NONE	beach	beach
11	5	rocks	NONE	beach	beach
11	6	rocks	NONE	beach	beach
11	7	rocks	NONE	beach	beach
11	8	rocks	NONE	beach	beach
11	9	rocks	NONE	beach	beach
11	1	tiny parts of rocks	NONE	-	-
11	2	tiny parts of rocks	NONE	-	-
11	3	tiny parts of rocks	NONE	-	-
11	4	tiny parts of rocks	NONE	-	-
11	5	tiny parts of rocks	CREATE	-	beach
11	6	tiny parts of rocks	MOVE	beach	wave
11	7	tiny parts of rocks	MOVE	wave	ocean
11	8	tiny parts of rocks	NONE	ocean	ocean
11	9	tiny parts of rocks	NONE	ocean	ocean
11	1	waves	MOVE	ocean	beach
11	2	waves	NONE	beach	beach
11	3	waves	NONE	beach	beach
11	4	waves	NONE	beach	beach
11	5	waves	NONE	beach	beach
11	6	waves	NONE	beach	beach
11	7	waves	MOVE	beach	ocean
11	8	waves	NONE	ocean	ocean
11	9	waves	NONE	ocean	ocean
13	1	droplets; precipitation; rain	NONE	-	-
13	2	droplets; precipitation; rain	CREATE	-	cloud
13	3	droplets; precipitation; rain	NONE	cloud	cloud
13	4	droplets; precipitation; rain	DESTROY	cloud	-
13	5	droplets; precipitation; rain	NONE	-	-
13	6	droplets; precipitation; rain	NONE	-	-
13	7	droplets; precipitation; rain	NONE	-	-
13	8	droplets; precipitation; rain	NONE	-	-
13	9	droplets; precipitation; rain	NONE	-	-
13	1	snow	NONE	-	-
13	2	snow	NONE	-	-
13	3	snow	CREATE	-	cloud
13	4	snow	DESTROY	cloud	-
13	5	snow	NONE	-	-
13	6	snow	NONE	-	-
13	7	snow	NONE	-	-
13	8	snow	NONE	-	-
13	9	snow	NONE	-	-
13	1	water	DESTROY	ocean , lake , swamp , river , and plant	-
13	1	water vapor	CREATE	-	?
13	2	water	NONE	-	-
13	2	water vapor	DESTROY	?	-
13	3	water	NONE	-	-
13	3	water vapor	NONE	-	-
13	4	water	CREATE	-	ground
13	4	water vapor	NONE	-	-
13	5	water	MOVE	ground	plant
13	5	water vapor	NONE	-	-
13	6	water	MOVE	plant	cloud
13	6	water vapor	NONE	-	-
13	7	water	MOVE	cloud	river
13	7	water vapor	CREATE	-	atmosphere
13	8	water	MOVE	river	pond , lake , or ocean
13	8	water vapor	MOVE	atmosphere	?
13	9	water	MOVE	pond , lake , or ocean	atmosphere
13	9	water vapor	MOVE	?	atmosphere
14	1	droplets	NONE	-	-
14	2	droplets	CREATE	-	cloud
14	3	droplets	DESTROY	cloud	-
14	4	droplets	NONE	-	-
14	5	droplets	NONE	-	-
14	1	rain	NONE	-	-
14	2	rain	NONE	-	-
14	3	rain	CREATE	-	ground
14	4	rain	DESTROY	ground	-
14	5	rain	NONE	-	-
14	1	snow	NONE	-	-
14	2	snow	NONE	-	-
14	3	snow	CREATE	-	ground
14	4	snow	DESTROY	ground	-
14	5	snow	NONE	-	-
14	1	water	DESTROY	ocean , lake , river , swamp , and plant	-
14	1	water vapor	CREATE	-	cloud
14	2	water	NONE	-	-
14	2	water vapor	DESTROY	cloud	-
14	3	water	NONE	-	-
14	3	water vapor	NONE	-	-
14	4	water	CREATE	-	ground
14	4	water vapor	NONE	-	-
14	5	water	MOVE	ground	river and ocean
14	5	water vapor	NONE	-	-
15	1	clouds; bigger clouds	NONE	-	-
15	2	clouds; bigger clouds	NONE	-	-
15	3	clouds; bigger clouds	NONE	-	-
15	4	clouds; bigger clouds	CREATE	-	sky
15	5	clouds; bigger clouds	NONE	sky	sky
15	6	clouds; bigger clouds	NONE	sky	sky
15	7	clouds; bigger clouds	NONE	sky	sky
15	1	rain	NONE	-	-
15	2	rain	NONE	-	-
15	3	rain	NONE	-	-
15	4	rain	NONE	-	-
15	5	rain	NONE	-	-
15	6	rain	NONE	-	-
15	7	rain	CREATE	-	earth
15	1	snow	NONE	-	-
15	2	snow	NONE	-	-
15	3	snow	NONE	-	-
15	4	snow	NONE	-	-
15	5	snow	NONE	-	-
15	6	snow	NONE	-	-
15	7	snow	CREATE	-	earth
15	1	water	NONE	earth	earth
15	2	water	MOVE	earth	sky
15	3	water	NONE	sky	sky
15	4	water	NONE	sky	sky
15	5	water	NONE	sky	sky
15	6	water	NONE	sky	sky
15	7	water	MOVE	sky	earth
20	1	sediment; small particles	MOVE	?	place
20	2	sediment; small particles	MOVE	place	?
20	3	sediment; small particles	NONE	?	?
20	4	sediment; small particles	NONE	?	?
20	5	sediment; small particles	MOVE	?	new location
20	6	sediment; small particles	MOVE	new location	?
20	7	sediment; small particles	NONE	?	?
20	8	sediment; small particles	MOVE	?	new place
22	1	eroded area; valley	NONE	-	-
22	2	eroded area; valley	NONE	-	-
22	3	eroded area; valley	NONE	-	-
22	4	eroded area; valley	NONE	-	-
22	5	eroded area; valley	NONE	-	-
22	6	eroded area; valley	NONE	-	-
22	7	eroded area; valley	NONE	-	-
22	8	eroded area; valley	CREATE	-	rock
22	9	eroded area; valley	NONE	rock	rock
22	1	river	NONE	-	-
22	2	river	NONE	-	-
22	3	river	NONE	-	-
22	4	river	NONE	-	-
22	5	river	NONE	-	-
22	6	river	CREATE	-	lower elevation
22	7	river	NONE	lower elevation	lower elevation
22	8	river	MOVE	lower elevation	rocky area
22	9	river	NONE	rocky area	rocky area
22	1	rocky area	CREATE	-	?
22	2	rocky area	NONE	?	?
22	3	rocky area	NONE	?	?
22	4	rocky area	NONE	?	?
22	5	rocky area	NONE	?	?
22	6	rocky area	NONE	?	?
22	7	rocky area	NONE	?	?
22	8	rocky area	NONE	?	?
22	9	rocky area	NONE	?	?
22	1	stream	NONE	-	-
22	2	stream	NONE	-	-
22	3	stream	NONE	-	-
22	4	stream	CREATE	-	rocky area
22	5	stream	MOVE	rocky area	lower elevation
22	6	stream	DESTROY	lower elevation	-
22	7	stream	NONE	-	-
22	8	stream	NONE	-	-
22	9	stream	NONE	-	-
22	1	water; precipitation	NONE	?	?
22	2	water; precipitation	NONE	?	?
22	3	water; precipitation	MOVE	?	area
22	4	water; precipitation	DESTROY	area	-
22	5	water; precipitation	NONE	-	-
22	6	water; precipitation	NONE	-	-
22	7	water; precipitation	NONE	-	-
22	8	water; precipitation	NONE	-	-
22	9	water; precipitation	NONE	-	-
31	1	acid	NONE	-	-
31	2	acid	NONE	-	-
31	3	acid	NONE	-	-
31	4	acid	NONE	-	-
31	5	acid	CREATE	-	soil
31	6	acid	MOVE	soil	limestone
31	7	acid	NONE	limestone	limestone
31	8	acid	NONE	limestone	limestone
31	9	acid	NONE	limestone	limestone
31	1	carbon dioxide	NONE	?	?
31	2	carbon dioxide	MOVE	?	rain
31	3	carbon dioxide	NONE	rain	rain
31	4	carbon dioxide	MOVE	rain	soil
31	5	carbon dioxide	DESTROY	soil	-
31	6	carbon dioxide	NONE	-	-
31	7	carbon dioxide	NONE	-	-
31	8	carbon dioxide	NONE	-	-
31	9	carbon dioxide	NONE	-	-
31	1	caves	NONE	-	-
31	2	caves	NONE	-	-
31	3	caves	NONE	-	-
31	4	caves	NONE	-	-
31	5	caves	NONE	-	-
31	6	caves	NONE	-	-
31	7	caves	NONE	-	-
31	8	caves	NONE	-	-
31	9	caves	CREATE	-	cave
31	1	limestone	NONE	soil	soil
31	2	limestone	NONE	soil	soil
31	3	limestone	NONE	soil	soil
